HMDB,MetName,Symbol,CellLoc,TissueLoc,BiospecLoc,Mode,Direction,Status,Uniprot,ProtName
"""HMDB0000123""","""Glycine""","""GLRA3""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:O75311""",null
"""HMDB0001183""","""Octanol""","""GJA5""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Placenta"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""inhibition""",null,null,"""uniprot:P36382""",null
"""HMDB0000273""","""Thymidine""","""GPR22""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000975""","""Trehalose""","""GPR22""","[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014323""","""Valsartan""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000050""","""Adenosine""","""GPR22""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014844""","""Tamsulosin""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000169""","""D-Mannose""","""GPR22""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000216""","""Norepinephrine""","""GPR22""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0008923""","""PE(16:0/16:0)""","""GPR22""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0001358""","""Retinal""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0001220""","""Prostaglandin E2""","""GPR22""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0001442""","""Prostaglandin E1""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0004080""","""Anandamide""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000990""","""Acetaldehyde""","""GPR22""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000073""","""Dopamine""","""GPR22""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000123""","""Glycine""","""GPR22""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000870""","""Histamine""","""GPR22""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000220""","""Palmitic acid""","""GPR22""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014466""","""Amitriptyline""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014683""","""Amoxapine""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0015267""","""Carvedilol""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014620""","""Chlorpromazine""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014677""","""Ciprofloxacin""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0015477""","""Clenbuterol""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0015282""","""Desipramine""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014328""","""Amphetamine""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014680""","""Nortriptyline""","""GPR22""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0015070""","""Oxymetazoline""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014600""","""Prazosin""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0000259""","""Serotonin""","""GPR22""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014794""","""Trazodone""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0015559""","""Thioproperazine""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014940""","""Alfentanil""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q99680""",null
"""HMDB0014323""","""Valsartan""","""GPR22""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:Q99680""",null
"""HMDB0000870""","""Histamine""","""GPR22""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:Q99680""",null
"""HMDB0000220""","""Palmitic acid""","""GPR22""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:Q99680""",null
"""HMDB0000273""","""Thymidine""","""NPFFR2""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000975""","""Trehalose""","""NPFFR2""","[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014323""","""Valsartan""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000050""","""Adenosine""","""NPFFR2""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014844""","""Tamsulosin""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000169""","""D-Mannose""","""NPFFR2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000216""","""Norepinephrine""","""NPFFR2""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0008923""","""PE(16:0/16:0)""","""NPFFR2""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0001358""","""Retinal""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0001220""","""Prostaglandin E2""","""NPFFR2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0001442""","""Prostaglandin E1""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0004080""","""Anandamide""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000990""","""Acetaldehyde""","""NPFFR2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000073""","""Dopamine""","""NPFFR2""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000123""","""Glycine""","""NPFFR2""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000870""","""Histamine""","""NPFFR2""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000220""","""Palmitic acid""","""NPFFR2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014466""","""Amitriptyline""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014683""","""Amoxapine""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0015267""","""Carvedilol""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014620""","""Chlorpromazine""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014677""","""Ciprofloxacin""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0015477""","""Clenbuterol""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0015282""","""Desipramine""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014328""","""Amphetamine""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014680""","""Nortriptyline""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0015070""","""Oxymetazoline""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014600""","""Prazosin""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000259""","""Serotonin""","""NPFFR2""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014794""","""Trazodone""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0015559""","""Thioproperazine""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014940""","""Alfentanil""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0001452""","""Thromboxane A2""","""NPFFR2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Platelet"", ""Smooth Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""inhibition""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0014323""","""Valsartan""","""NPFFR2""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000895""","""Acetylcholine""","""NPFFR2""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""activation""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000870""","""Histamine""","""NPFFR2""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:Q9Y5X5""",null
"""HMDB0000220""","""Palmitic acid""","""NPFFR2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:Q9Y5X5""",null
