,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB
20664,HMDB0000045,PRPS2,producing,Adenosine monophosphate,unknown,unknown,reversible,ReconProductionDegradation
20663,HMDB0000280,PRPS2,producing,Phosphoribosyl pyrophosphate,unknown,unknown,reversible,ReconProductionDegradation
20661,HMDB0000538,PRPS2,degrading,Adenosine triphosphate,unknown,unknown,reversible,ReconProductionDegradation
20660,HMDB0001548,PRPS2,degrading,D-Ribose 5-phosphate,unknown,unknown,reversible,ReconProductionDegradation
41518,HMDB0006807,SDR9C7,degrading,3-Hydroxypropionyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
41519,HMDB0000217,SDR9C7,degrading,NADP,unknown,unknown,reversible,ReconProductionDegradation
20655,HMDB0001341,PIM1,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
20654,HMDB0000538,PIM1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
20779,HMDB0000335,CYP2D6,producing,16a-Hydroxyestrone,unknown,unknown,irreversible,ReconProductionDegradation
20934,HMDB0001487,IDH1,producing,NADH,unknown,unknown,reversible,ReconProductionDegradation
20967,HMDB0000902,IMPDH1,degrading,NAD,unknown,unknown,irreversible,ReconProductionDegradation
20966,HMDB0000175,IMPDH1,degrading,Inosinic acid,unknown,unknown,irreversible,ReconProductionDegradation
20963,HMDB0000169,MANBA,producing,D-Mannose,unknown,unknown,irreversible,ReconProductionDegradation
20962,HMDB0000215,MANBA,producing,N-Acetyl-D-glucosamine,unknown,unknown,irreversible,ReconProductionDegradation
20958,HMDB0006535,MANBA,degrading,"beta-1,4-Mannosyl-N-acetylglucosamine",unknown,unknown,irreversible,ReconProductionDegradation
20936,HMDB0000221,IDH1,producing,NADPH,unknown,unknown,irreversible,ReconProductionDegradation
20935,HMDB0003974,IDH1,producing,Oxalosuccinic acid,unknown,unknown,irreversible,ReconProductionDegradation
20933,HMDB0000208,IDH1,producing,Oxoglutaric acid,unknown,unknown,irreversible,ReconProductionDegradation
20931,HMDB0000217,IDH1,degrading,NADP,unknown,unknown,irreversible,ReconProductionDegradation
20930,HMDB0000193,IDH1,degrading,Isocitric acid,unknown,unknown,irreversible,ReconProductionDegradation
20929,HMDB0000902,IDH1,degrading,NAD,unknown,unknown,reversible,ReconProductionDegradation
20915,HMDB0000295,EXT1,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
20910,HMDB0000290,EXT1,degrading,Uridine diphosphate-N-acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation
20909,HMDB0000935,EXT1,degrading,Uridine diphosphate glucuronic acid,unknown,unknown,irreversible,ReconProductionDegradation
20908,HMDB0001341,PRKDC,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
20907,HMDB0000538,PRKDC,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
20969,HMDB0001554,IMPDH1,producing,Xanthylic acid,unknown,unknown,irreversible,ReconProductionDegradation
20970,HMDB0001487,IMPDH1,producing,NADH,unknown,unknown,irreversible,ReconProductionDegradation
41439,HMDB0000221,ALDH1A3,producing,NADPH,unknown,unknown,irreversible,ReconProductionDegradation
41434,HMDB0000020,ALDH1A3,producing,p-Hydroxyphenylacetic acid,unknown,unknown,reversible,ReconProductionDegradation
41435,HMDB0000291,ALDH1A3,producing,Vanillylmandelic acid,unknown,unknown,irreversible,ReconProductionDegradation
21011,HMDB0001341,PRKCH,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
21010,HMDB0000538,PRKCH,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
21009,HMDB0001341,RIPK1,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
21008,HMDB0000538,RIPK1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
21004,HMDB0000045,UBE2B,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
21002,HMDB0000538,UBE2B,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
41436,HMDB0000118,ALDH1A3,producing,Homovanillic acid,unknown,unknown,irreversible,ReconProductionDegradation
41437,HMDB0001866,ALDH1A3,producing,"3,4-Dihydroxymandelic acid",unknown,unknown,irreversible,ReconProductionDegradation
41438,HMDB0000209,ALDH1A3,producing,Phenylacetic acid,unknown,unknown,irreversible,ReconProductionDegradation
20995,HMDB0000045,RNF144A,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
20993,HMDB0000538,RNF144A,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
20991,HMDB0001498,PLCD3,producing,"myo-Inositol 1,4,5-trisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
20990,HMDB0000968,PLCD3,producing,"D-myo-Inositol 1,4-bisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
20989,HMDB0000213,PLCD3,producing,myo-Inositol 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
20906,HMDB0002012,UQCRQ,producing,Ubiquinone-1,unknown,unknown,irreversible,ReconProductionDegradation
20904,HMDB0059661,UQCRQ,degrading,QH(2),unknown,unknown,irreversible,ReconProductionDegradation
20782,HMDB0062404,CYP2D6,producing,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone,unknown,unknown,irreversible,ReconProductionDegradation
20842,HMDB0003391,BPGM,degrading,2-Phospho-D-glyceric acid,unknown,unknown,reversible,ReconProductionDegradation
20828,HMDB0000208,SLC22A7,producing,Oxoglutaric acid,e->c,in,irreversible,ReconProductionDegradation
20827,HMDB0014644,SLC22A7,producing,Cimetidine,c->e,out,irreversible,ReconProductionDegradation
20826,HMDB0001032,SLC22A7,producing,Dehydroepiandrosterone sulfate,c->e,out,irreversible,ReconProductionDegradation
20825,HMDB0001425,SLC22A7,producing,Estrone sulfate,c->e,out,irreversible,ReconProductionDegradation
20824,HMDB0000148,SLC22A7,producing,L-Glutamic acid,e->c,in,reversible,ReconProductionDegradation
20823,HMDB0000226,SLC22A7,producing,Orotic acid,c->e,out,reversible,ReconProductionDegradation
20822,HMDB0000121,SLC22A7,producing,Folic acid,c->e,out,reversible,ReconProductionDegradation
20793,HMDB0000217,CYP2D6,producing,NADP,unknown,unknown,irreversible,ReconProductionDegradation
20900,HMDB0000045,UBE2NL,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
20792,HMDB0006468,CYP2D6,producing,4-Hydroxydebrisoquine,unknown,unknown,irreversible,ReconProductionDegradation
20791,HMDB0004701,CYP2D6,producing,"9,10-Epoxyoctadecenoic acid",unknown,unknown,irreversible,ReconProductionDegradation
20790,HMDB0002190,CYP2D6,producing,"5,6-Epoxy-8,11,14-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
20789,HMDB0002232,CYP2D6,producing,"8,9-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
20788,HMDB0004673,CYP2D6,producing,"11,12-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
20787,HMDB0004264,CYP2D6,producing,"14,15-Epoxy-5,8,11-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
20786,HMDB0000142,CYP2D6,producing,Formic acid,unknown,unknown,irreversible,ReconProductionDegradation
20785,HMDB0000151,CYP2D6,producing,Estradiol,unknown,unknown,irreversible,ReconProductionDegradation
20784,HMDB0000145,CYP2D6,producing,Estrone,unknown,unknown,irreversible,ReconProductionDegradation
20783,HMDB0004702,CYP2D6,producing,"12,13-EpOME",unknown,unknown,irreversible,ReconProductionDegradation
20843,HMDB0001270,BPGM,degrading,"Glyceric acid 1,3-biphosphate",unknown,unknown,reversible,ReconProductionDegradation
20846,HMDB0060180,BPGM,producing,D-Glycerate 3-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
20898,HMDB0000538,UBE2NL,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
20883,HMDB0000123,SLC6A9,producing,Glycine,c->e,out,reversible,ReconProductionDegradation
20881,HMDB0000177,SLC6A9,producing,L-Histidine,c->e,out,irreversible,ReconProductionDegradation
20879,HMDB0001397,PDE9A,producing,Guanosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
20873,HMDB0001314,PDE9A,degrading,Cyclic GMP,unknown,unknown,irreversible,ReconProductionDegradation
20868,HMDB0000174,FUCA1,producing,L-Fucose,unknown,unknown,irreversible,ReconProductionDegradation
20863,HMDB0006219,FUCA1,degrading,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation
20858,HMDB0000164,RHBG,producing,Methylamine,c->e,out,reversible,ReconProductionDegradation
20855,HMDB0000045,SLC25A17,producing,Adenosine monophosphate,unknown,unknown,reversible,ReconProductionDegradation
20854,HMDB0000538,SLC25A17,producing,Adenosine triphosphate,unknown,unknown,reversible,ReconProductionDegradation
20851,HMDB0000112,SLC6A11,producing,gamma-Aminobutyric acid,c->e,out,reversible,ReconProductionDegradation
20848,HMDB0001294,BPGM,producing,"2,3-Diphosphoglyceric acid",unknown,unknown,reversible,ReconProductionDegradation
21347,HMDB0001336,ALDH3B1,producing,"3,4-Dihydroxybenzeneacetic acid",unknown,unknown,reversible,ReconProductionDegradation
21349,HMDB0000118,ALDH3B1,producing,Homovanillic acid,unknown,unknown,irreversible,ReconProductionDegradation
19003,HMDB0002061,HAS1,producing,Hyaluronic acid,unknown,unknown,irreversible,ReconProductionDegradation
21849,HMDB0001113,IVD,degrading,Isovaleryl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21860,HMDB0010715,PXDN,producing,2-Phenylacetamide,unknown,unknown,irreversible,ReconProductionDegradation
21858,HMDB0000159,PXDN,degrading,L-Phenylalanine,unknown,unknown,irreversible,ReconProductionDegradation
21854,HMDB0001197,IVD,producing,FADH,unknown,unknown,irreversible,ReconProductionDegradation
21853,HMDB0001493,IVD,producing,3-Methylcrotonyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21852,HMDB0059661,IVD,producing,QH(2),unknown,unknown,reversible,ReconProductionDegradation
21850,HMDB0001248,IVD,degrading,FAD,unknown,unknown,irreversible,ReconProductionDegradation
21848,HMDB0002012,IVD,degrading,Ubiquinone-1,unknown,unknown,reversible,ReconProductionDegradation
41169,HMDB0060311,ACOX1,producing,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
41170,HMDB0006523,ACOX1,producing,Arachidonyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41171,HMDB0006519,ACOX1,producing,Stearidonoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
41172,HMDB0001114,ACOX1,producing,Stearoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41173,HMDB0001338,ACOX1,producing,Palmityl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21842,HMDB0001498,PLCG2,producing,"myo-Inositol 1,4,5-trisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
21841,HMDB0000968,PLCG2,producing,"D-myo-Inositol 1,4-bisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
21840,HMDB0000213,PLCG2,producing,myo-Inositol 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
41168,HMDB0006267,ACOX1,producing,Clupanodonyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
21350,HMDB0001866,ALDH3B1,producing,"3,4-Dihydroxymandelic acid",unknown,unknown,irreversible,ReconProductionDegradation
41160,HMDB0001521,ACOX1,producing,Tetradecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21905,HMDB0000902,MTHFD2,degrading,NAD,unknown,unknown,reversible,ReconProductionDegradation
41153,HMDB0004047,ACOX1,producing,Adipoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41154,HMDB0002845,ACOX1,producing,Hexanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41155,HMDB0006522,ACOX1,producing,trans-3-Hexenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41156,HMDB0001022,ACOX1,producing,Succinyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41157,HMDB0001088,ACOX1,producing,Butyryl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41158,HMDB0004258,ACOX1,producing,Eicosanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41159,HMDB0001322,ACOX1,producing,Oleoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21896,HMDB0000097,PTDSS1,producing,Choline,unknown,unknown,reversible,ReconProductionDegradation
21894,HMDB0000187,PTDSS1,degrading,L-Serine,unknown,unknown,reversible,ReconProductionDegradation
41161,HMDB0003571,ACOX1,producing,Lauroyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41167,HMDB0006513,ACOX1,producing,"Docosa-4,7,10,13,16-pentaenoyl CoA",unknown,unknown,irreversible,ReconProductionDegradation
41162,HMDB0003952,ACOX1,producing,"cis,cis-3,6-Dodecadienoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
41163,HMDB0304118,ACOX1,producing,3-cis-dodecenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
41164,HMDB0006404,ACOX1,producing,Decanoyl-CoA (n-C10:0CoA),unknown,unknown,irreversible,ReconProductionDegradation
41165,HMDB0001070,ACOX1,producing,Octanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21884,HMDB0000939,DNMT1,producing,S-Adenosylhomocysteine,unknown,unknown,irreversible,ReconProductionDegradation
21883,HMDB0011117,DNMT1,producing,Se-Adenosylselenohomocysteine,unknown,unknown,irreversible,ReconProductionDegradation
21882,HMDB0001185,DNMT1,degrading,S-Adenosylmethionine,unknown,unknown,irreversible,ReconProductionDegradation
21881,HMDB0011118,DNMT1,degrading,Se-Adenosylselenomethionine,unknown,unknown,irreversible,ReconProductionDegradation
41166,HMDB0060239,ACOX1,producing,Lignocericyl coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation
41176,HMDB0000045,ACOX1,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
41177,HMDB0001206,ACOX1,producing,Acetyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21757,HMDB0001185,KMT5B,producing,S-Adenosylmethionine,unknown,unknown,reversible,ReconProductionDegradation
21769,HMDB0012108,ABCB4,producing,LysoPC(17:0/0:0),e->c,in,irreversible,ReconProductionDegradation
21768,HMDB0010385,ABCB4,producing,LysoPC(18:1(11Z)/0:0),e->c,in,irreversible,ReconProductionDegradation
21767,HMDB0010396,ABCB4,producing,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",e->c,in,irreversible,ReconProductionDegradation
21766,HMDB0010405,ABCB4,producing,LysoPC(24:0/0:0),e->c,in,irreversible,ReconProductionDegradation
21765,HMDB0001533,ABCB4,producing,"5,10-Methylene-THF",e->c,in,irreversible,ReconProductionDegradation
21763,HMDB0000538,ABCB4,degrading,Adenosine triphosphate,c->e,out,irreversible,ReconProductionDegradation
21762,HMDB0001341,MAPKAPK2,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
21761,HMDB0000538,MAPKAPK2,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
21758,HMDB0000939,KMT5B,producing,S-Adenosylhomocysteine,unknown,unknown,irreversible,ReconProductionDegradation
41178,HMDB0001487,ACOX1,producing,NADH,unknown,unknown,irreversible,ReconProductionDegradation
21749,HMDB0000050,ACP2,producing,Adenosine,unknown,unknown,irreversible,ReconProductionDegradation
21748,HMDB0001373,ACP2,producing,Dephospho-CoA,unknown,unknown,irreversible,ReconProductionDegradation
21747,HMDB0000296,ACP2,producing,Uridine,unknown,unknown,irreversible,ReconProductionDegradation
21746,HMDB0000014,ACP2,producing,Deoxycytidine,unknown,unknown,irreversible,ReconProductionDegradation
21745,HMDB0000089,ACP2,producing,Cytidine,unknown,unknown,irreversible,ReconProductionDegradation
21744,HMDB0000273,ACP2,producing,Thymidine,unknown,unknown,irreversible,ReconProductionDegradation
21743,HMDB0000101,ACP2,producing,Deoxyadenosine,unknown,unknown,irreversible,ReconProductionDegradation
21742,HMDB0000085,ACP2,producing,Deoxyguanosine,unknown,unknown,irreversible,ReconProductionDegradation
21741,HMDB0000133,ACP2,producing,Guanosine,unknown,unknown,irreversible,ReconProductionDegradation
21770,HMDB0011148,ABCB4,producing,PC(18:1(9Z)e/2:0),e->c,in,irreversible,ReconProductionDegradation
21771,HMDB0011149,ABCB4,producing,LysoPC(O-18:0/0:0),e->c,in,irreversible,ReconProductionDegradation
21772,HMDB0000121,ABCB4,producing,Folic acid,e->c,in,irreversible,ReconProductionDegradation
21823,HMDB0000122,LCT,producing,D-Glucose,unknown,unknown,irreversible,ReconProductionDegradation
21822,HMDB0000143,LCT,producing,D-Galactose,unknown,unknown,irreversible,ReconProductionDegradation
21821,HMDB0004897,LCT,producing,Ganglioside GA2 (d18:1/24:0),unknown,unknown,irreversible,ReconProductionDegradation
21820,HMDB0004936,LCT,producing,Ganglioside GM2 (d18:1/12:0),unknown,unknown,irreversible,ReconProductionDegradation
21818,HMDB0000186,LCT,degrading,Alpha-Lactose,unknown,unknown,irreversible,ReconProductionDegradation
21794,HMDB0000005,CTH,producing,2-Ketobutyric acid,unknown,unknown,irreversible,ReconProductionDegradation
21793,HMDB0003288,CTH,producing,Selenocysteine,unknown,unknown,irreversible,ReconProductionDegradation
21791,HMDB0000243,CTH,producing,Pyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
21789,HMDB0000574,CTH,producing,L-Cysteine,unknown,unknown,irreversible,ReconProductionDegradation
21788,HMDB0060488,CTH,producing,Methaneselenol,unknown,unknown,reversible,ReconProductionDegradation
21786,HMDB0006343,CTH,degrading,Selenocystathionine,unknown,unknown,irreversible,ReconProductionDegradation
21785,HMDB0000099,CTH,degrading,L-Cystathionine,unknown,unknown,irreversible,ReconProductionDegradation
21784,HMDB0003966,CTH,degrading,Selenomethionine,unknown,unknown,reversible,ReconProductionDegradation
21774,HMDB0001341,ABCB4,producing,ADP,c->e,out,irreversible,ReconProductionDegradation
21906,HMDB0001533,MTHFD2,degrading,"5,10-Methylene-THF",unknown,unknown,reversible,ReconProductionDegradation
21907,HMDB0000217,MTHFD2,degrading,NADP,unknown,unknown,reversible,ReconProductionDegradation
21999,HMDB0003947,ELOVL2,producing,"8Z,11Z,14Z-eicosatrienoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
41141,HMDB0062535,ACOX1,producing,"trans-2,3-dehydropristanoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
22006,HMDB0001423,ELOVL2,producing,Coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation
