HMDB,MetName,Symbol,Receptor,DB,CellLoc,BSLoc,TissueLoc,Mode,comb,a.database,a.experiment,a.textmining,a.prediction
"""HMDB0001358""","""Retinal""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0014940""","""Alfentanil""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",273,273,0,0,0
"""HMDB0001217""","""4alpha-Methylzymosterol""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",309,309,0,0,0
"""HMDB0001442""","""Prostaglandin E1""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","""binding""",271,271,0,0,0
"""HMDB0004080""","""Anandamide""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]",null,"""binding""",211,211,0,0,0
"""HMDB0014466""","""Amitriptyline""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",286,286,0,0,0
"""HMDB0014683""","""Amoxapine""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",214,214,0,0,0
"""HMDB0015267""","""Carvedilol""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",274,274,0,0,0
"""HMDB0000990""","""Acetaldehyde""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""binding""",322,322,0,0,0
"""HMDB0014620""","""Chlorpromazine""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",267,267,0,0,0
"""HMDB0014677""","""Ciprofloxacin""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",282,282,0,0,0
"""HMDB0015477""","""Clenbuterol""","""GPR139""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",276,276,0,0,0
"""HMDB0001273""","""Guanosine triphosphate""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]","[""Neuron"", ""Placenta"", ""Platelet"", ""Testis""]","""activation""",907,0,0,100,900
"""HMDB0001201""","""Guanosine diphosphate""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Golgi apparatus"", ""Mitochondria"", ""Nucleus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]",null,"""activation""",907,0,0,100,900
"""HMDB0041130""","""24-Epibrassinolide""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",339,339,0,0,0
"""HMDB0002496""","""N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]",null,null,"""binding""",364,364,0,0,0
"""HMDB0001903""","""Calcitriol""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Feces""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""inhibition""",829,0,0,447,700
"""HMDB0015397""","""Sunitinib""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",986,912,0,263,800
"""HMDB0006284""","""L-2,4-diaminobutyric acid""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Blood"", ""Urine""]",null,"""binding""",529,428,0,202,0
"""HMDB0000169""","""D-Mannose""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",439,439,0,0,0
"""HMDB0000174""","""L-Fucose""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","""binding""",800,800,0,0,0
"""HMDB0000134""","""Fumaric acid""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta"", ""Prostate""]","""binding""",428,428,0,0,0
"""HMDB0001448""","""Sulfate""","""CSF1R""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta""]","""binding""",800,800,0,0,0
"""HMDB0000169""","""D-Mannose""","""ACVR2A""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",795,795,0,0,0
"""HMDB0001448""","""Sulfate""","""ACVR2A""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta""]","""binding""",800,800,0,0,0
"""HMDB0037790""","""Polyethylene glycol""","""ACVR2A""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Saliva""]",null,"""binding""",800,800,0,0,0
"""HMDB0000538""","""Adenosine triphosphate""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","""binding""",413,413,0,0,0
"""HMDB0010572""","""PG(16:0/18:0)""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,"[""All Tissues""]","""binding""",370,370,0,0,0
"""HMDB0041130""","""24-Epibrassinolide""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",360,360,0,0,0
"""HMDB0001341""","""ADP""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""All Tissues""]","""binding""",360,360,0,0,0
"""HMDB0000131""","""Glycerol""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",224,224,0,0,0
"""HMDB0000588""","""Sodium""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Kidney""]","""binding""",286,286,0,0,0
"""HMDB0000174""","""L-Fucose""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","""binding""",345,345,0,0,0
"""HMDB0037790""","""Polyethylene glycol""","""ADGRA3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Saliva""]",null,"""binding""",413,413,0,0,0
"""HMDB0000258""","""Sucrose""","""TAS1R3""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",961,0,0,627,900
"""HMDB0000148""","""L-Glutamic acid""","""TAS1R3""","""gpcr""","""StitchMetaboliteReceptor""","[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""binding""",962,384,0,420,900
"""HMDB0029723""","""Saccharin""","""TAS1R3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Feces"", ""Saliva"", ""Urine""]",null,"""binding""",929,0,0,320,900
"""HMDB0001999""","""Eicosapentaenoic acid""","""TAS1R3""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Feces"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Kidney"", ""Leukocyte"", ""Liver"", ""Placenta"", ""Platelet"", ""Skeletal Muscle""]","""binding""",800,0,0,0,800
"""HMDB0030396""","""(±)-Tryptophan""","""TAS1R3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Urine""]",null,"""binding""",908,0,0,115,900
"""HMDB0034442""","""L-trans-alpha-Amino-2-carboxycyclopropaneacetic acid""","""TAS1R3""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",283,283,0,0,0
"""HMDB0000112""","""gamma-Aminobutyric acid""","""GABRA5""","""lgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",981,456,0,671,900
"""HMDB0000108""","""Ethanol""","""GABRA5""","""lgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","""inhibition""",922,0,0,622,800
"""HMDB0000586""","""Potassium""","""GABRA5""","""lgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""inhibition""",900,0,0,0,900
"""HMDB0000112""","""gamma-Aminobutyric acid""","""GABRA5""","""lgic""","""NeuronchatMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0001193""","""5(S)-Hydroperoxyeicosatetraenoic acid""","""OXER1""","""gpcr""","""CellphoneMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,null,"""activation""",null,null,null,null,null
"""HMDB0000273""","""Thymidine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",205,205,0,0,0
"""HMDB0015282""","""Desipramine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",280,280,0,0,0
"""HMDB0014328""","""Amphetamine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",365,275,0,150,0
"""HMDB0014323""","""Valsartan""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",417,259,0,236,0
"""HMDB0000295""","""Uridine 5'-diphosphate""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Blood""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","""binding""",917,198,0,0,900
"""HMDB0013657""","""2-Arachidonyl Glycerol ether""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",205,205,0,0,0
"""HMDB0000895""","""Acetylcholine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",921,0,0,236,900
"""HMDB0000975""","""Trehalose""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Feces"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","""binding""",322,322,0,0,0
"""HMDB0040987""","""(-)-Morphine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",427,332,101,100,0
"""HMDB0014680""","""Nortriptyline""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",286,286,0,0,0
"""HMDB0015070""","""Oxymetazoline""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",270,270,0,0,0
"""HMDB0000870""","""Histamine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",935,204,0,236,900
"""HMDB0014600""","""Prazosin""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",436,366,0,136,0
"""HMDB0000220""","""Palmitic acid""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",945,322,0,236,900
"""HMDB0000050""","""Adenosine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",298,237,0,107,0
"""HMDB0035848""","""Monoacetoxyscirpenol""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",237,237,0,0,0
"""HMDB0000259""","""Serotonin""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""binding""",928,310,0,0,900
"""HMDB0001452""","""Thromboxane A2""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Platelet"", ""Smooth Muscle""]","""inhibition""",921,0,0,236,900
"""HMDB0000073""","""Dopamine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",398,274,0,194,0
"""HMDB0000123""","""Glycine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",283,283,0,0,0
"""HMDB0014794""","""Trazodone""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",209,209,0,0,0
"""HMDB0014844""","""Tamsulosin""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",325,325,0,0,0
"""HMDB0031404""","""Cyclohexylamine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Feces""]",null,"""binding""",307,307,0,0,0
"""HMDB0000169""","""D-Mannose""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0015559""","""Thioproperazine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",275,275,0,0,0
"""HMDB0000216""","""Norepinephrine""","""AVPR1A""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","""binding""",933,249,0,162,900
